ID,age,income,loan_amount,loan_to_income_ratio,credit_score,default
46,63,48.79624082013993,608.8661848494928,12.47772727193756,730.979863905968,0
47,38,54.16479104887174,663.2308165320829,12.244685222429158,691.5370932289533,0
48,26,41.80040375094654,484.9228333887972,11.600912667687245,576.0163445965669,0
49,57,40.659847039385234,285.4675627684915,7.020871536776143,696.8604431350782,0
50,27,56.48690986208419,599.9499735978228,10.62104432801569,746.59291281572,0
51,32,52.500918748076785,404.86954552188206,7.711665913212485,667.4513277047535,1
52,56,41.07366379502715,526.7898480602225,12.825489605434267,688.6505068319807,1
53,21,39.0070313923118,451.1127232840109,11.56490784307478,569.5303776401167,1
54,60,54.180531617157584,443.8868768634809,8.1927375685423,585.8171455717799,1
55,30,44.277899845478565,466.1961920961841,10.528868661863369,692.7875107955022,0
56,43,45.44329004788613,318.62774287533114,7.011546535023659,652.5776285222114,1
57,25,49.42868017301877,536.8217969961399,10.860532693105784,684.2120375993375,0
58,45,38.26475243718465,376.98777378396534,9.852089711094507,731.4899046828608,0
59,26,51.53691413662935,439.6860235425295,8.531477503229613,676.9378795223024,0
60,58,50.75525562723328,511.68467306536246,10.081412589533143,657.6495214274983,0
61,38,52.88153022481285,421.146046955914,7.963953485565091,766.5837085260722,0
62,25,51.26584695722629,601.0662725850575,11.724497072808683,718.7416523575032,0
63,62,62.08549927530698,711.8490299330388,11.465624634449219,654.7985846509995,1
64,48,59.29342585058584,762.1113228980684,12.853217906796633,687.6224022406079,0
65,62,50.31047200363842,527.1556509101341,10.478050193447014,,0
66,58,51.041912670796314,441.58651206804706,8.651449151526434,636.2397945497868,0
67,21,64.10895366200631,527.2106304756286,8.223666124004703,645.7941343324391,0
68,38,51.904702288041975,644.4703892368162,12.416416255705835,666.5263282221437,1
69,23,40.167977116044426,383.2106951084146,9.540203978938923,695.7855969413149,0
70,25,52.591585782456775,628.1938763758671,11.944760117604531,595.2070327041837,1
71,56,54.94240865647954,530.9774579560469,9.66425518902741,,1
72,47,62.94173660620628,767.2513778892586,12.189866680825023,748.2682349787476,0
73,49,46.78806654714009,354.4623042052,7.575912628235466,811.9239521015629,0
74,26,41.20439603624826,431.31243094308786,10.46763142854113,,1
75,28,37.46547982842136,424.7435938240194,11.336931910900242,583.052031144066,1
76,44,47.46501971468907,559.2978447520383,11.783369060288233,693.2076184495905,1
77,52,50.862940659645595,579.5569209150962,11.394483161979538,631.5636052280677,1
78,20,45.893366506579966,504.385654857955,10.990382559659,674.0206746167612,0
79,25,48.865477618646715,459.05396902044134,9.394238865379874,776.5409347015026,0
80,37,33.57025763504748,273.80460379236706,8.156166293657334,689.1754086886767,0
81,29,57.0755924032212,685.8333395871191,12.016228140777255,523.4390267156407,1
82,47,37.480189027999224,377.28986858844036,10.066381156898368,680.9429851974802,0
83,30,52.998238017542434,613.7698219982681,11.580947687262924,731.9249435599384,0
84,52,51.90603866697878,577.1982120915956,11.120058993421,,0
85,20,50.36646374825278,495.07688168666556,9.829494565296732,587.6602403899395,0
86,32,50.55037502671752,601.464014131824,11.898309632993438,300.0,0
87,56,36.905750594217324,364.9619764546063,9.889027335262798,789.63430407608,1
88,39,47.37547836644404,465.33140056267655,9.822199513499157,671.4717807388489,0
89,20,52.75160521801736,578.5584433893953,10.967598824685398,572.21047602824,1
90,22,60.12124400349309,435.01024647541647,7.235549657790548,619.174494417619,0
91,37,46.63279249140048,434.7708431586174,9.323285609344394,650.7285153584914,0
92,60,32.51664375618469,246.9540355475733,7.594696346870131,518.3299162924127,1
93,33,38.77060918962363,529.8397586688355,13.666015823415002,531.7015701468858,1
94,50,64.82157675882306,540.4326358986009,8.337233725574887,700.1347664218752,0
95,46,39.24684408010219,333.6627700474299,8.50164587416072,515.2581465666349,1
96,36,49.22237063792176,610.7472601557719,12.407920468691154,,0
97,48,61.3272988961586,631.1250967662846,10.291095615264686,712.4212305634497,0
98,55,45.784831957303126,355.88463198450535,7.7729810675375495,662.9518796201523,0
99,56,48.67571688281859,419.5609538850372,8.61951257739221,721.4004065231157,0
100,45,56.355986326050484,645.5777283192474,11.455353200354333,679.4796645061205,0
101,36,63.69445494023604,546.6696301289015,8.582687937934894,688.8664957920372,0
102,41,44.83558508244017,487.69611610103004,10.877433966887965,746.8063789059449,0
103,44,61.136761952969465,540.0008113550181,8.832669479133083,667.0785754120051,0
104,21,47.747770321085426,605.1457260841321,12.673800724405755,742.582062180157,0
105,41,37.9125703562805,421.45642875934675,11.116535354863625,300.0,1
106,24,51.996451442460454,510.9546305750614,9.82672117808821,650.7554881779272,0
107,23,40.73945553785123,311.88395267828565,7.65557488583795,635.5588729009562,0
108,55,48.77609145170305,620.2331385053417,12.715925365185976,510.5995621147709,1
109,25,75.19718408907633,776.2488790365182,10.322845043199983,625.5746489521449,0
110,40,58.84480652202955,702.0310587123683,11.93021271043777,,0
111,32,49.16080289767902,460.7073153174155,9.37143594412626,640.3294230895793,0
112,56,58.41761526139547,657.9728641045642,11.263261281043377,749.260351595953,0
113,44,37.54782617106188,311.49773677284344,8.2960258565625,609.5011472519201,1
114,45,38.89060291198264,514.3258629955805,13.22493930370801,586.7274497002248,1
115,58,49.38268179830988,459.9488083437525,9.313969828983533,658.5226153954557,0
116,39,45.702249598798694,514.0404744440655,11.247596758510051,605.1248618499945,1
117,52,34.65357744632186,303.417565442769,8.755735707597884,611.8125165446858,1
118,33,47.54818006311655,356.4743462860025,7.497118623947547,633.0966571563281,0
119,55,43.843290264111566,548.1593518668446,12.5026965030393,637.8134992497738,1
120,36,62.33577878270907,508.1742526611368,8.152208291686508,680.462015714417,0
121,40,34.65323586932135,302.0282582235469,8.715730310511457,627.8088536149039,1
122,35,33.91161167531541,217.50929507366638,6.414006422230692,608.079185494219,1
123,35,51.405671540836536,697.1748845778486,13.562217235582938,614.8957406753434,0
124,39,59.207012821819134,599.4525546855702,10.124688379222846,778.0509723878566,0
125,48,54.41274411232413,571.1557690716202,10.496727896916656,699.3126821966991,0
126,47,52.42141514738379,542.1241035407827,10.34165334942963,677.9381531631701,0
127,27,42.69113575998775,521.0757028924065,12.205711879438553,644.9533576082856,1
128,43,50.408839434358654,485.3633132914261,9.628535763523303,540.5603038560307,1
129,22,56.61511375853367,628.8632446317229,11.107691972745238,605.5427781609841,0
130,44,47.94151307052259,598.5711687555939,12.485445919804157,733.3952799821635,0
131,38,42.41100391850856,310.4812456385174,7.320770954516841,,0
132,52,42.463023237177524,451.502342737891,10.6328355429622,717.1849362676503,0
133,21,57.029874224381324,469.5903438407293,8.234111511330859,748.3470298134921,0
134,34,37.64581343121956,343.02493750840176,9.111901330944074,850.0,0
135,41,58.4164734023769,486.1532075418797,8.322193710551836,588.4435531981559,1
136,29,46.350994452043174,498.4805392028998,10.754473449726094,660.5173645747946,0
137,37,52.4762554424339,496.3402490528852,9.458377791406384,761.6558071569256,0
138,41,50.61368046381674,610.1792733580863,12.055619503788071,639.6440401887794,1
139,46,44.53051427976732,446.64753273294536,10.030145394837312,761.8693708097162,0
140,32,41.32081725875804,310.23372158011125,7.507928016945418,572.927573414673,1
141,52,46.0557600155646,502.6570917718071,10.914098293067653,542.1112741674964,1
142,24,43.17023344627514,482.179730142409,11.169263903621836,779.7447204393411,0
143,45,41.45886589333939,472.3391976603216,11.392959925037545,850.0,0
144,32,42.17774204256204,467.77768923579396,11.090629004363349,763.8928588745283,0
145,46,59.67317028872169,643.4286266631597,10.78254471062967,696.1033054973213,0
146,33,53.183398773722665,556.8983205071529,10.471281139375211,832.2311258267322,0
147,43,43.65466352898922,308.42833599569576,7.065186421397603,770.6797896975688,0
148,22,56.982075649872776,492.8574019736503,8.649340978767079,690.3966746034159,0
149,49,44.09795802533694,427.5549540445812,9.695572611296992,701.2317341059163,0
150,54,34.39670238674074,312.99903924205756,9.09968158350879,701.4392515705318,0
151,33,50.57447192928282,475.29561122851254,9.39793522497097,300.0,1
152,31,63.16984761447925,719.6452096446218,11.39222646279854,671.083304818029,0
153,47,54.46431737215213,443.4178490978367,8.141437742953489,666.5213866348117,0
154,63,34.90130438851932,439.4202997290029,12.5903689683744,713.9508013831642,0
155,48,44.811556798233966,507.01634280323873,11.31441036708683,561.0917030818024,1
156,62,47.803376001976304,460.00823274681693,9.622923551001902,690.9956875487026,0
157,36,53.02569730115114,449.16858646889807,8.470771896084939,678.0298113090233,0
158,59,38.221845785049645,348.98442986674394,9.130496518387611,614.5497719671473,1
159,40,47.33218199925169,495.40326204052553,10.46652068667271,788.0863760839719,0
160,42,33.63933613581831,378.4098237304144,11.249027691943457,675.7261769607418,1
161,39,51.774166259531086,467.61747451390397,9.031868754193999,621.3700590440526,0
162,30,38.9368326458197,430.56460444126486,11.058028483153747,696.8896861612374,0
163,53,53.49939588578348,564.9666081217592,10.56024276101946,681.8279083256928,0
164,29,43.99562248797561,574.3751182631146,13.055278815979849,661.2040223476428,0
165,29,24.868683669627632,214.84681613407633,8.639251638255018,829.181283338072,0
166,62,51.350065144793064,413.2218921915867,8.047154195937523,578.3939316589551,1
167,25,53.952320153699205,459.37461484825104,8.514455236393653,672.5537873080917,0
168,55,60.82353638216559,442.61742772608784,7.277074863668568,805.2633616163703,0
169,43,33.27905194264076,318.23705271905936,9.56268385492374,758.1421619905494,0
170,31,44.763603681308936,509.2296781053795,11.375975931937951,673.4021034303764,0
171,62,51.05274368449493,439.7999324627336,8.614618935677376,745.6362704595422,0
172,42,54.57364714429053,600.1950349219002,10.997891222754612,685.6338938047006,0
173,46,38.29692849808454,350.6367315285256,9.155740297712468,689.6310172819992,0
174,64,53.45167966181772,454.72431830225594,8.50720353746115,651.6770289821574,0
175,56,45.4257847311249,460.4521874798313,10.1363617646948,554.0168110896035,0
176,25,35.15937069210608,461.94767390571286,13.138678674059104,614.5076007696148,0
177,20,43.994552103586756,470.32978139330146,10.690636883537149,633.7236636990342,0
178,25,54.115017092910854,351.95907590113313,6.503907691590479,725.1402264319869,0
179,41,30.493615421069595,267.1724159807449,8.761585410306639,619.2062982621483,1
180,60,55.09641471687007,517.8762242549515,9.39945415534238,765.1739970524196,0
181,43,52.2670240192141,449.90795290207404,8.607873919446448,627.7997893848435,0
182,44,47.96912738283943,283.93614993903634,5.919143528981772,807.2074291263804,0
183,34,31.918419920126006,394.3957797751666,12.356369167462523,711.661233612736,1
184,45,32.56040941252681,386.05332316190794,11.856525459209475,612.1261990028746,1
185,27,46.81214683894116,455.2131271185802,9.724252311793283,658.8249773761842,0
186,43,41.00047982492013,458.4145586150949,11.180712044654417,661.9298155418063,0
187,57,42.329931156074906,316.0298428844056,7.4658718843451535,621.888136491358,1
188,25,57.24945725878639,635.5062736664173,11.100651501266112,812.9557181833351,0
189,54,47.81583026067258,455.3521821400101,9.523042466430345,694.3047856341486,0
190,61,47.596440498150685,363.4796065918077,7.636697256928915,605.0780453459107,0
191,20,47.6027777946815,513.5764129317263,10.788790837939429,813.7220592459882,0
192,55,53.10721544772032,491.8172305508904,9.260836336543457,585.9768334011886,1
193,31,55.34695909988537,449.19397810171535,8.115964913104786,697.2277631243351,1
194,57,53.375469697388084,548.8968229366675,10.28369073000453,,0
195,30,51.09273213918714,375.62286275309106,7.351786585415258,,0
196,31,51.83650091884769,499.64864558974534,9.638934664435919,757.9563732915822,0
197,61,56.42361521802469,669.0937288500442,11.858398762018712,565.915247352765,1
198,58,48.81002208069776,459.57125248531264,9.41551003040937,592.5425881395723,1
199,26,57.17951127805236,588.7199628532726,10.295995011052943,578.1558787400312,1
200,30,41.64732118410339,403.95911118174047,9.699522074805857,597.9591321272269,1
201,55,39.31544784238844,519.421288860441,13.211633527430418,732.8650353579349,0
202,50,44.647524128274256,403.5703299467536,9.03903044628586,732.4169298415533,0
203,52,45.49762455398375,533.858501806418,11.73376647769787,606.6809800124211,0
204,32,57.83622342189035,574.6810339880028,9.936351303506664,577.8676137438698,1
205,37,55.89130995628811,518.5670634853601,9.27813400492715,678.2265280768977,0
206,60,44.90034780545909,472.7567402505914,10.529021786176733,735.1690954195401,0
207,43,56.46728941546158,641.033517173269,11.352298362629472,615.9809621658602,0
208,28,48.963351111264146,499.811852204744,10.207876725369008,742.3880649338786,0
209,50,63.07641353661572,606.7492830276461,9.619273655681605,632.3974624990916,0
210,60,47.330390042487636,549.6792367154579,11.613663783924467,714.9008610401177,0
211,29,37.68888594337129,392.57692791208825,10.416251849469553,766.8663799000253,0
212,21,48.505991467994534,545.3858259485552,11.2436795835503,626.3871769256972,0
213,57,47.33476534338163,550.0258818225236,11.619913563159313,714.5049805328297,0
214,34,39.25418681641345,399.62044567468854,10.180326688301037,688.8711252561073,0
215,22,49.687294058226456,455.54958053022705,9.168331444984458,551.3531400018989,1
216,62,61.39775064253638,657.9530839729562,10.716240857154888,626.5022346081832,0
217,50,41.02012541021707,338.6177881391667,8.254918402926814,657.547964987055,0
218,25,52.78168314337739,414.95417478426634,7.861707889403132,561.3700155448876,1
219,22,45.1469533814229,439.3391922356815,9.731314282138495,687.6642741372798,0
220,30,44.80225154701382,534.2251253638547,11.9240687000576,584.4025371773262,1
221,34,48.96182220481233,514.1000571396215,10.500018871623858,725.4169727243502,0
222,64,49.80231307944861,479.97443800055487,9.63759328276302,748.5095364657311,0
223,47,53.78466137596046,447.16925759584376,8.314066615946198,608.2596618041714,0
224,29,41.806538876418124,270.2964804997101,6.4654115782872585,684.9609655337894,0
225,57,60.34640087284983,722.640726238066,11.974876973370353,643.0045213722248,0
226,26,54.02834205373411,612.2543106732606,11.332095107866547,634.8900207337665,0
227,34,51.68466221071782,556.8147589362156,10.773307498191393,515.8719018949212,1
228,37,43.75947237659908,456.30084412635654,10.42747591194379,601.4386310682784,0
229,37,36.08180911170202,381.28553769686687,10.567251118603382,578.8524400167704,1
230,60,59.46170745499523,458.3710110188257,7.7086755600779355,723.5744700000781,0
231,43,35.738006033089604,347.06932484022013,9.711491024957317,633.3608213684074,1
232,21,51.19444192980353,521.8576742105693,10.19363928072752,636.8392429658151,0
233,59,58.15196665350352,591.9312947399957,10.179041721271403,630.7707468013841,0
234,39,48.98558424716113,344.7772273926408,7.038340619824734,714.354691228008,0
235,53,59.36061650423705,725.2280387287822,12.217326595269048,674.0954405617898,0
236,62,42.827533569649326,488.41608604094176,11.404254350688749,663.3826108962041,1
237,45,39.780656009751745,294.929891132243,7.413902150330163,633.3567313169021,0
238,26,52.993380328870536,601.9367920077922,11.358716659934599,588.5373429140968,0
239,57,51.58636826971563,577.4801505296247,11.194433139978203,736.7490526178689,0
240,49,71.50380995045929,581.5600947888248,8.133274229607528,586.5976441836988,0
241,61,37.43912907109584,414.7558228797558,11.078137584134137,523.2520058652194,1
242,24,42.98522315736519,475.9976241358311,11.073517575871245,569.8462966181472,1
243,30,39.15307503853023,354.1738574814418,9.045875889260348,592.9003934949475,1
244,20,48.860123347425635,559.7630776298073,11.456440124998178,736.0886396539983,0
245,53,48.53758054074906,496.3016593620807,10.225100918357837,639.146909377629,0
246,20,38.02160142351593,377.0182100318133,9.915895067971329,689.0627035725332,1
247,38,53.7459008775751,448.55510791432243,8.34584778727706,609.0340850919918,0
248,21,43.28684902328428,377.2827302268072,8.715874191347684,587.6836635959519,1
249,40,55.763863743071354,491.6758605551114,8.817105335822466,659.809297555894,1
250,39,39.81154301369079,357.2806323019246,8.974297534236726,850.0,1
251,42,64.89098457054578,599.7517774499862,9.242451496447403,522.6984430733842,0
252,40,52.20699205100119,512.3103280630648,9.813059667612858,862.4766485070121,0
253,43,55.170667516680794,546.7760021364331,9.910628722610905,590.666309633115,1
254,23,50.92362772498294,491.4432820751804,9.650594508491391,716.7067202451403,0
255,31,43.75476480115221,447.77470898204797,10.233735937491693,679.9816672016859,0
256,41,47.891832638726946,525.7115749310844,10.97706113893784,828.1092332797151,0
257,39,33.90585431329851,270.36844021040656,7.974093137784851,687.3606244556775,1
258,37,49.10773107045194,413.4498466743908,8.419241485240661,826.4504162942992,0
259,20,51.37674300905464,619.7848536738219,12.063529476062563,728.3939844935419,0
260,49,50.36578236548356,567.0261007211093,11.258161277163063,,0
261,52,60.64125780109491,578.5022369376223,9.539746666125009,637.3228724145878,0
262,43,43.806929351496734,430.9664318353953,9.837859859508063,594.1242180569694,1
263,33,34.84805125726227,290.00155441652635,8.321887277874414,754.7772772184151,0
264,55,78.35252008767824,718.3477658000267,9.168151388062302,719.094738279248,0
265,24,39.475131668133415,403.52097526517025,10.22215653788219,850.0,1
266,30,52.749960870329964,479.53405270426936,9.09069968569381,563.4598720519224,1
267,43,37.966026631641434,375.5735395986724,9.892358324525434,769.9282852461575,0
268,50,46.96169738774684,508.8684083479164,10.83581805287748,679.076816504286,1
269,32,43.64363353542907,448.0893702816598,10.267004233685295,762.532528392083,0
270,35,27.418920334043786,241.5658185699249,8.810187112655663,717.5222786200046,0
271,43,42.73752003965963,469.6394879979294,10.988927002832936,610.6062730633558,1
272,32,44.59947713415602,393.4365975825741,8.821551795307148,677.4479431739252,1
273,43,43.248912610750665,573.1420699358185,13.252172952744917,666.2080289812537,1
274,45,46.944906786269726,596.9023084599108,12.714953534309512,556.4376210768742,1
275,21,47.843935306193195,390.3963235355896,8.159787045884046,718.9808623507905,0
276,35,50.55319852909238,471.79313922684025,9.332607094194694,739.4830855483167,0
277,57,46.36089601323437,332.226588995414,7.166095083679471,569.6138102890521,1
278,20,49.71857528983652,395.37956408454767,7.952351043441327,754.2064167040738,0
279,30,43.63379334238338,394.6645817643284,9.044929435025162,653.0593774197789,1
280,54,37.85077191763514,406.8915857523865,10.749888711326669,585.0216835252868,1
281,62,49.75556483203292,512.5320732834433,10.300999998968402,528.5926582974233,1
282,48,47.73602122160111,372.21947594265663,7.797454970424366,735.1744506395519,0
283,56,47.089394195616805,421.69362805542346,8.955172077679345,817.8767349934923,0
284,36,54.09835448403407,555.8300882836666,10.274436137382098,715.3239464832957,0
285,58,51.6956642160125,643.2963507747777,12.443913054037509,738.4829906441922,0
286,61,44.41423743022737,430.79715560157337,9.699528361335371,630.0798901843989,0
287,47,60.00526914350617,638.8559891627865,10.646664839298102,697.1326220327991,0
288,48,40.486208120700965,394.4394972121961,9.74256457992458,300.0,0
289,62,41.748203648714046,408.19436681680355,9.777531274195962,646.8151076995943,0
290,22,55.34683174274767,586.1103203811534,10.589771842865314,726.3871307883065,0
291,29,64.00908477931554,651.4791522569211,10.177917001985408,724.0836037669684,0
292,61,45.38078246216449,533.6737051321411,11.759905320651603,300.0,0
293,33,48.302570981865166,480.93902146906913,9.956799642189523,609.2359506341791,1
294,31,40.46109153385315,373.8421302381833,9.239546341091554,823.1769063675986,0
295,61,42.56811747128556,317.378461804718,7.455778659199728,662.7634694720789,0
296,49,59.057585533765454,632.8997898759459,10.716655348432644,632.1186473408854,0
297,51,47.926104246057086,500.1276544825066,10.43539136656726,300.0,1
298,51,59.30583804112622,588.443622639063,9.922187124832483,714.9491475083815,0
299,61,58.69047003549082,590.8916548130833,10.067931888358777,547.3289690618931,0
300,51,33.283602455061015,438.17688351610286,13.164947637736097,669.3805922380416,0
301,45,40.4323652795553,426.5694493164725,10.550197752891991,641.8798298990041,0
302,20,52.195806412622474,517.1881908449968,9.90861577569047,696.5649059352288,0
303,61,36.42328015247551,307.3373540283956,8.437937295647641,696.8140420236776,0
304,21,41.56555965916737,439.23047862656983,10.567173453893256,720.6844772660227,0
305,36,56.415739235283276,599.8983805706025,10.633528669520947,646.9311414055276,1
306,49,40.667472987112916,434.99914061645336,10.696488093919676,678.5078259768651,1
307,58,55.682388628968276,532.3625828988801,9.560699460042974,678.7809230116094,0
308,26,49.77465383878129,344.9655142486438,6.9305457224469595,660.0205731073286,0
309,46,39.560509965643064,373.45287895027155,9.440042084255296,661.1579336024291,1
310,28,36.68632581839574,346.7461048426551,9.451644369052218,600.4618625264412,0
311,41,51.866416852515016,479.31050055830457,9.241249533802385,745.4418118725329,0
312,53,61.636844312550906,545.7295577531571,8.853950325325659,708.5813745248134,0
313,20,44.78778016187396,505.6249055880449,11.289349544911428,726.9423691501225,0
314,28,45.54878683383088,488.5974748586595,10.726904245356517,631.8980428155071,1
315,39,32.84168957318406,341.1825363917391,10.38870231178124,618.1857982539619,1
316,38,44.62259846999962,534.815913313138,11.98531532565729,710.6298256517438,0
317,55,52.727053275692484,647.0898222009118,12.272444257741679,633.3646952607343,0
318,59,55.949726563198496,603.5065919216017,10.786586977148238,660.9245089180105,0
319,64,54.447589999665496,519.3154052170394,9.53789516157152,806.6383421075556,0
320,23,33.74758951402211,388.4754805012958,11.511206758630403,740.3714612611521,0
321,28,46.34452128692205,423.884713048133,9.14638238301857,,0
322,60,37.261751117643016,384.63346562691635,10.322474228668142,589.277690939252,1
323,41,47.52777379346365,425.7357318941242,8.95761989072323,704.7615680590171,0
324,37,49.110468516101236,524.1163235919877,10.672191478282318,731.6016460880015,0
325,31,53.5308151295619,553.3406089778581,10.336861257176725,682.3424483730001,1
326,61,47.361896293548206,526.3403590828873,11.113160584209698,600.8417775327847,1
327,62,61.342655783096674,740.8378228795733,12.077041879293976,728.6240406225637,0
328,58,44.403917484582564,347.6020261243792,7.828183768809807,742.6418100393281,0
329,28,38.66338753662542,464.3640079430839,12.010432544308145,756.0945750179947,0
330,25,61.641941126563715,714.8829134395498,11.597345904012768,687.9021375868847,0
331,38,53.46764190320505,441.689286193143,8.260870883229778,776.9034123756918,0
332,26,39.05382586112883,404.13061947891913,10.348041723644792,524.6525158417787,1
333,35,53.5025830280823,574.3473177361658,10.73494559009803,,0
334,24,56.68207653759545,498.3131834504095,8.791371345047564,728.839630204906,0
335,35,50.95352650406073,532.9730077394554,10.459982739310108,727.2574031986062,0
336,20,44.16770857578769,320.9582764892007,7.26680841815613,300.0,0
337,56,41.469897561154596,394.8399879812443,9.521122819244583,583.4629662423006,1
338,58,47.32497198279841,444.27035509806274,9.387651729821314,584.262936418661,1
339,38,51.591103642845496,547.6250011461485,10.614717702828045,646.0570795695261,0
340,56,59.69808046228331,642.7647464209409,10.766924856604623,697.303595433813,0
341,36,47.792718300783754,450.5083896399037,9.426297680006952,606.6371218690222,0
342,45,42.289915212995865,449.267345469826,10.623510196392267,850.0,0
343,41,70.61643463656026,614.394287741125,8.70044333027024,722.9125106308917,0
344,27,51.39590559590189,508.4806403165885,9.893407547178871,777.626075404075,0
345,52,56.674102063116294,576.2079341559293,10.167041261884014,709.6626304458199,0
346,21,54.174786976207045,451.3459073344378,8.331290855516679,697.7695459009099,0
347,49,51.49259550848711,523.0813851167585,10.158380636115792,707.5266711565755,0
348,39,48.17805015405466,479.67562176575615,9.956310399278097,658.0281287047309,0
349,37,27.56947437313664,234.60513355352148,8.509597621567927,625.3929518845313,0
350,62,41.49423007361743,385.92129532433796,9.300601424334216,640.9295386764582,0
351,29,52.63295370733836,574.9855534815183,10.924440164971225,674.4218489092448,0
352,43,23.24821409594484,242.34874434159013,10.424402637614335,556.9990837205232,1
353,23,50.57294714168224,503.64073332112474,9.958698509504577,780.9230921986084,0
354,56,55.289844086914584,598.1478712399277,10.818404014662269,657.6778237032925,0
355,23,56.666228936827466,518.7478090837991,9.154443816300331,723.6175065511477,0
356,32,54.78524197971765,627.900627313562,11.46112720549853,735.0616498972354,0
357,44,57.66713561293691,557.2558665826541,9.66331794807649,774.2463131538809,0
358,32,62.844891065935016,658.2403389859616,10.474046940352798,740.8997105354607,0
359,37,53.768943483273475,511.893650865386,9.520247520292576,599.5922626459388,1
360,43,51.574651191215445,483.5594121925533,9.37591241091935,802.3582586966669,0
361,21,48.923041161817984,491.7563465955732,10.051630784133769,,0
362,52,50.91710299642153,548.0443318606324,10.763462561865492,643.5954062838416,0
363,38,47.79601478660225,454.1318453862861,9.501458383379367,713.1952668937547,0
364,28,58.940645857965,517.1397264313363,8.773906680248095,705.1526712501912,0
365,47,49.5768016664079,443.6674040566595,8.949092905226243,659.0275683736847,1
366,54,46.95138836442619,420.2186304132608,8.950078901855207,,0
367,58,55.59270226889676,646.366660304567,11.626825714967968,632.1420825418892,1
368,29,42.664969167723115,505.12645791880186,11.839372388459147,669.7699812639187,1
369,20,42.43382683141378,384.9529244184169,9.07184086761263,708.4464159749,0
370,61,49.91405962679364,423.3012669489981,8.480601860758526,740.7756392219093,0
371,40,43.406932130626224,433.30805437120256,9.982462088480043,654.6615458153893,0
372,28,57.48964590029803,571.5076426834428,9.9410534494261,658.6198778963834,0
