ID,gender,region,contract_type,service_time,response_speed,support_quality,monthly_fee,satisfaction
10370,Male,Busan,VIP,45,7.11959365302488,5.374242352112815,56.23938274728883,1
10381,Male,Incheon,Premium,27,6.0424914512295915,7.65516596350236,73.45768993259779,1
21136,Male,Daegu,Premium,37,9.162437019429756,8.848147348839655,99.04021134677481,2
10145,Male,Seoul,Premium,12,5.472805856053021,3.9459693246604863,84.4555542467344,1
10274,Male,Busan,Premium,12,5.126346896066558,6.012527661616795,65.76369589795314,1
20854,Male,Busan,VIP,7,7.858295237228444,6.736841738075032,95.66738028818281,2
20416,Male,Incheon,VIP,22,6.005183007118365,9.41047025323887,100.93651425461367,2
21281,Female,Seoul,Basic,34,7.129876121127162,7.496254888148073,92.76721972424303,2
20258,Female,Incheon,VIP,29,7.717544030428172,7.977554730158992,88.29271307552001,2
20989,Female,Daegu,VIP,52,9.109844216483731,7.972240042312821,103.12108251004092,2
20915,Male,Incheon,VIP,41,7.331861143217173,8.627174916450919,98.67023006588153,2
20646,Female,Daegu,Basic,59,8.539655466415336,7.692513008618345,85.94140050264014,2
10005,Female,Busan,Premium,22,5.220933580991241,5.909638941028029,66.40791435408238,1
57,Female,Incheon,Basic,43,6.066215901268748,4.898886467331094,36.147116336705295,0
20613,Female,Seoul,Basic,13,7.5369694820305435,7.968065918349502,111.73147775307572,2
146,Female,Seoul,Basic,17,2.3202161255779075,2.9099303051702115,57.99963284681775,0
21295,Female,Incheon,Basic,24,6.449596197845256,8.651223952323907,91.87768975862042,2
20154,Male,Daegu,Basic,34,7.439318963444355,9.329677453851787,104.6547733853573,2
20903,Male,Daegu,VIP,31,8.508222391448141,8.16704355855617,100.94954992923282,2
20262,Female,Incheon,VIP,34,9.521111454791846,8.110434829779253,96.64297922594312,2
10359,Male,Daegu,Premium,4,5.547822570300476,6.615720417913699,57.03888390457888,1
20786,Female,Daegu,VIP,16,8.25192969934793,7.917237986808412,87.99145243887801,2
20063,Female,Daegu,VIP,34,6.6589062097055285,8.763931920582358,83.04836585036642,2
20579,Male,Daegu,VIP,57,7.952386351136369,7.526863887229399,94.10287529875966,2
10314,Male,Incheon,Premium,59,3.5318273638247892,6.856388205315184,83.67430948505134,1
20879,Male,Incheon,VIP,4,8.266909316629194,9.128492408730596,82.05527556318697,2
20351,Male,Seoul,VIP,2,7.913369462002219,8.923106333580398,91.24112875081202,2
21201,Male,Busan,VIP,33,8.952461465813034,9.11744895431379,103.49730412137059,2
20170,Male,Seoul,Premium,7,9.272394667433428,7.363040437077924,99.09015865485652,2
21372,Female,Incheon,Premium,32,8.971601252496852,7.419702828532089,91.95377219794797,2
72,Female,Daegu,Basic,18,3.1001311862040746,3.734956074060874,49.13157883078023,0
21259,Female,Incheon,Premium,2,7.645743777305058,7.589075932729318,96.2620715807304,2
21034,Female,Daegu,Basic,52,7.183487920588482,7.016438334435082,100.68611695464634,2
20960,Male,Daegu,Basic,38,7.133141685389249,7.745449976738961,90.12414232169331,2
20855,Male,Seoul,Basic,50,8.138661475119143,8.54825987373207,116.66585333819317,2
10372,Male,Incheon,VIP,4,4.661721876083179,8.612707365861368,60.7773626121824,1
20274,Female,Seoul,Basic,7,8.121978865262337,7.906580423358406,104.78972665296638,2
20876,Female,Daegu,Basic,20,8.70957046691939,9.27535228371002,107.81178966015065,2
21347,Male,Daegu,VIP,36,8.818919092358378,9.956433825629727,96.97645895574823,2
91,Female,Busan,Basic,37,1.0,1.6969674543416977,29.3015859952839,0
10191,Male,Daegu,Premium,4,2.449869594023738,6.153084951695396,81.54978630265137,1
20402,Male,Seoul,VIP,45,6.8613464361345615,9.039298916199195,85.17858126975301,2
20077,Male,Incheon,Premium,45,8.425807835000422,8.494526086337933,100.61113924907919,2
10195,Male,Daegu,Premium,13,5.669320392353509,8.007788462479613,74.2523718044781,1
21343,Male,Daegu,VIP,55,8.37538007417857,8.823297000029472,93.46209519477699,2
10070,Male,Daegu,VIP,54,4.716514077378313,7.977335433162374,61.481825586556006,1
168,Female,Seoul,Basic,35,4.4078717566276575,1.8889948937655678,53.350633111798246,0
10096,Male,Daegu,Basic,46,6.445329438728661,6.663339972789324,71.45528077285779,1
20429,Female,Busan,Premium,40,8.210116175058445,8.84048538646158,93.11488405513131,2
10114,Male,Busan,Basic,23,5.1819240950947965,6.461900020385247,62.011580854788086,1
10273,Male,Daegu,VIP,49,5.3460583041740675,5.191420802106566,66.32396872158374,1
20446,Male,Incheon,Basic,42,7.6801749617235995,8.983215967451967,97.2715560973559,2
63,Male,Incheon,Basic,7,3.8155755317149858,3.656072172219053,35.324035958826734,0
20069,Female,Incheon,Basic,40,8.063624273657858,9.888837112796264,81.75832790043357,2
20248,Male,Daegu,Basic,31,8.799408356853686,8.7432491724356,96.92086631721295,2
21156,Male,Seoul,VIP,55,6.967605622342031,8.635945510137779,92.03626499037986,2
20910,Female,Busan,VIP,50,8.650636000656347,10.0,104.03000626692082,2
20042,Male,Seoul,VIP,42,8.094035871764826,8.49910277073114,93.90372593325115,2
21333,Female,Incheon,VIP,53,8.79976133517518,8.730488091461686,110.1208776538312,2
20647,Female,Daegu,Basic,38,7.065849234669683,8.650493959727125,90.84173089836192,2
21247,Female,Seoul,VIP,18,10.0,9.141238249076313,90.50748235604938,2
21008,Male,Incheon,Premium,41,7.152925760292547,6.790290077071231,96.76288256240919,2
20308,Male,Busan,VIP,17,7.70628355122621,7.870552897776138,99.29338756027364,2
20532,Female,Busan,VIP,4,7.678025794975538,9.201240021271271,108.98116957358036,2
10354,Female,Daegu,Basic,11,5.341399989913213,5.171818113692024,58.19757661145599,1
20591,Male,Daegu,Premium,16,8.507355180351613,9.035021100942696,90.9928468791136,2
21084,Male,Busan,VIP,49,8.287171690072498,8.74266916221393,106.04604530486148,2
20475,Male,Busan,Premium,58,7.325357795131403,6.932776476969991,100.38624257210807,2
20064,Male,Busan,VIP,11,8.897020055890447,9.793632118741858,95.33835816588909,2
21219,Female,Busan,Premium,36,8.28878196683803,7.856192349279786,80.9378245198092,2
20967,Female,Seoul,VIP,32,6.925986720570306,7.884710595404874,104.633604725892,2
93,Female,Busan,Basic,42,5.284446558431646,4.1721203735755985,47.86601232803915,0
20611,Female,Busan,VIP,45,8.793063204689524,9.698481056142601,109.89063968923134,2
20542,Female,Seoul,VIP,14,9.936092747404734,7.854124887410012,107.49719312127729,2
20497,Female,Seoul,VIP,23,9.283421793207488,7.52948550790086,102.41232457075522,2
158,Female,Busan,VIP,49,2.6218718645595875,1.0,35.30810011136757,0
147,Female,Daegu,Basic,46,2.126921759628563,4.185719992289329,49.92472528661211,0
20377,Female,Daegu,VIP,36,8.879011867184499,8.80952175671093,95.19019083958823,2
10269,Male,Incheon,VIP,12,4.918881063191721,6.145411170042647,74.70010003028865,2
20843,Male,Busan,VIP,34,7.744396779030557,9.404227315145675,92.61094364830366,1
21357,Male,Busan,VIP,46,7.391160929332432,6.982808428008913,90.45349284352255,2
10208,Male,Incheon,Basic,50,5.9798729802203665,4.587792053124174,60.83746152078391,1
20204,Female,Incheon,Premium,8,7.8361124424410935,9.707815434428147,92.51959628831362,2
21392,Female,Busan,Basic,12,7.696062603366764,7.954046335174513,96.44719969460245,2
20012,Female,Incheon,VIP,24,8.596598564611996,8.864301156434012,104.55863505319223,2
20152,Male,Busan,Premium,39,7.386597557896041,7.711680666578087,95.84105840060423,2
20990,Female,Busan,VIP,29,8.122262451612945,8.416563075247064,86.83186768210447,2
20235,Female,Seoul,VIP,57,7.606793809138546,8.254440977032472,93.41665606672355,2
21390,Female,Busan,VIP,31,8.493018480950852,8.393880970433685,94.72846083475221,2
20945,Male,Incheon,VIP,6,7.2469445268658985,10.0,120.0,2
20232,Male,Seoul,VIP,19,9.300518128260379,7.951787104470864,97.84003660574572,2
20445,Male,Daegu,VIP,25,6.986036376867109,7.276738071377535,89.96658161889263,2
20252,Male,Incheon,VIP,7,7.5595863362159035,9.87601973984045,101.86871981033985,2
10105,Male,Seoul,VIP,8,5.985683056773913,5.443341020006865,66.47991490900459,1
38,Female,Daegu,Basic,18,3.8089954407242486,3.997414297208896,45.12260875525588,2
21285,Female,Daegu,VIP,1,8.307242561177276,9.4508241164809,86.77723276136167,2
20551,Female,Seoul,VIP,15,7.670097438968046,8.967457477720155,104.94090635091868,2
20935,Male,Incheon,Premium,44,7.651777210197174,8.77090141544856,105.78432075202986,2
10375,Male,Busan,VIP,54,5.946680357887184,5.845115155201254,60.02982303726169,1
10176,Female,Seoul,Basic,46,4.804450964338332,7.483793070957368,67.92354892815578,1
20992,Female,Daegu,Premium,45,7.4448827440735075,9.184497320555455,100.48895913498338,2
21304,Female,Daegu,VIP,7,8.650517299597427,8.287062245689842,86.37626973317248,2
20173,Female,Seoul,VIP,27,7.219693879734801,9.111291683384367,104.2357349192119,2
20057,Female,Busan,Premium,19,7.640239272666521,8.023885665688441,109.20015985024577,2
10339,Female,Seoul,Premium,29,4.964331466335275,4.5091122242316395,61.81384788262932,1
20661,Female,Daegu,Basic,33,8.408737800904897,7.8282279149755105,94.41563050497638,1
21365,Female,Busan,VIP,8,8.562819892610978,7.76427183764211,88.2055127295278,0
21312,Female,Busan,VIP,30,6.5841543021954445,9.174428878648406,86.22376596801573,2
10399,Male,Seoul,Basic,52,5.242083596054036,4.157674731502348,73.88703513035988,1
21195,Male,Daegu,Basic,17,6.535043461430607,9.05349064032972,103.86137905913246,2
20193,Male,Seoul,VIP,52,8.45545466902918,8.622818954132816,88.83318082961735,2
20576,Male,Incheon,Basic,3,7.347139263259129,8.869777830037231,89.07555980941969,2
10341,Female,Seoul,Premium,25,6.424566760072076,3.6911068480269327,66.47599890845933,1
26,Male,Seoul,Premium,33,1.369357772475985,4.219020048438913,47.88549723654012,0
20807,Female,Daegu,VIP,52,7.684082267991055,8.9278829848574,109.89171880304278,2
21079,Male,Incheon,Basic,25,7.966826334344388,9.989086130778594,83.71061061812605,2
85,Female,Incheon,Basic,49,2.099211779545376,3.0409132267076786,64.20565344298089,0
20840,Female,Incheon,VIP,39,8.571975895566132,8.848519676507195,95.92357069929052,2
21032,Female,Seoul,VIP,2,7.814452142862162,9.890249917476241,91.87789523073246,2
21265,Male,Daegu,VIP,51,7.644978395313191,8.933850019944584,108.35902508849455,2
20329,Female,Busan,VIP,16,7.876561063929109,9.881796360756494,77.03008523228446,2
10326,Female,Busan,Premium,23,5.40773406040475,6.648511902995407,68.69788843385686,1
20566,Female,Daegu,Premium,37,6.979973023136299,9.086480774173024,83.37022247995056,2
10047,Male,Incheon,VIP,40,6.280984141660602,5.034158297246744,89.6733068378006,1
20693,Female,Incheon,VIP,6,8.044805067833188,8.225909026614474,104.25636817887218,2
103,Male,Daegu,Basic,32,2.403826425428,6.141681474499183,25.355307174171692,0
28,Male,Daegu,Basic,44,2.764732767873366,2.3762737966501115,26.63401325016144,0
20875,Female,Incheon,VIP,55,9.34043777228311,8.988138999334186,111.02702135496875,2
10210,Male,Incheon,Premium,5,3.8272469591535305,7.070060834074079,64.30644719217504,1
10137,Male,Seoul,Basic,34,4.908905891695473,5.373847586742926,56.79719030407956,1
20168,Male,Seoul,VIP,26,9.241193852002034,6.727525126425084,106.98174522503865,2
20897,Female,Incheon,VIP,48,8.274231134953114,8.324847656302396,116.53778393536423,2
21128,Female,Seoul,Basic,57,8.62073265677604,8.629116896019099,93.91674107324377,2
10178,Male,Seoul,Premium,59,4.05913761424958,6.012753807032412,72.32115647604039,1
62,Female,Incheon,Basic,56,2.1091857103342413,4.624755052162536,47.500418054992856,0
20805,Male,Incheon,VIP,8,7.108887963713252,9.53433146579943,99.76292246584794,2
20850,Male,Incheon,VIP,1,6.934741298493945,10.0,93.10852502668483,2
20443,Female,Daegu,Premium,57,8.622672471921492,10.0,95.25933913020556,2
10116,Male,Busan,Basic,41,4.434142529204171,5.1917365247249965,80.79966874288685,1
21391,Male,Seoul,VIP,6,7.240058406065943,8.130268086171139,99.8292413613687,2
20874,Male,Seoul,VIP,49,9.64024153912834,8.161665302542996,96.41559385102614,2
20082,Female,Seoul,VIP,57,6.674052769329697,8.876497184071342,102.01972050393036,2
20266,Male,Daegu,VIP,53,8.24158519627304,9.450857258207813,102.38486933353265,2
21350,Male,Seoul,VIP,10,6.264600235261255,8.446750139473455,98.25452886716286,1
20218,Female,Incheon,VIP,49,7.975791477472495,9.385143945745881,96.80036713200145,2
20841,Female,Incheon,Premium,47,7.944841031884268,9.300993855410326,82.88530854611489,2
20994,Female,Busan,Basic,46,9.99388442102223,7.9436815071360085,91.82362345248312,2
10041,Male,Incheon,VIP,14,5.7283264095246,6.411823071012725,73.6258044842582,1
21152,Female,Daegu,Basic,16,8.205662725431836,8.973153898534228,102.7074845613836,2
10374,Male,Incheon,Premium,6,4.506445736663186,5.971710524184751,60.76983488234938,1
10266,Female,Daegu,Premium,18,4.1744060825678035,5.777199016955535,61.37815798719185,1
10278,Female,Daegu,Basic,25,4.130007886483687,3.809264799613383,70.4349863102671,1
75,Male,Daegu,Basic,57,5.572424576411409,4.267473232633993,42.22299603558796,0
21155,Female,Daegu,VIP,46,8.635381078536541,8.91543556238394,96.01297287533995,2
20380,Female,Seoul,VIP,17,9.055137175050465,8.191755578650247,88.73262453622499,2
21318,Female,Seoul,Basic,36,8.05584750129135,8.208607732565023,97.90778166342898,2
21306,Female,Busan,Premium,31,7.085033413099247,8.981512399940508,90.11844685107661,2
20800,Male,Incheon,Premium,39,7.965887601174816,8.616538691989176,98.39641829165296,2
20375,Female,Daegu,Premium,6,7.602519357162883,7.987539759816308,102.32707249200797,2
20278,Male,Daegu,Basic,41,8.60374397993228,8.710364468629333,94.75479356627659,2
20721,Female,Busan,VIP,41,7.935073248946758,9.500468554204414,93.70281658008564,2
20046,Female,Daegu,Premium,53,7.084374960784642,7.803515200554028,105.31127889154774,2
20336,Male,Daegu,Basic,49,7.544352639950111,8.29785220117927,98.1986973336073,2
20433,Male,Busan,VIP,46,8.600497949357266,8.197435473928987,86.5391480842838,2
20210,Female,Daegu,Premium,29,10.0,7.6217665592427295,91.99703327814404,2
20716,Female,Busan,Premium,28,9.555824249940454,9.170672996167076,93.03005134937575,2
10033,Female,Busan,VIP,51,4.680605225647289,4.623258868267738,89.91838250143776,1
20859,Male,Busan,VIP,39,8.679560236780816,8.00767736240759,85.58593081321375,2
20335,Female,Busan,Premium,2,7.610809312814319,9.01487578178791,93.06587842975193,2
21088,Male,Seoul,VIP,28,8.085190736744293,7.240349331094141,83.91574905709503,2
10082,Female,Seoul,Premium,12,5.313693777354047,7.728663640554565,80.70526616168414,1
20249,Male,Busan,VIP,52,7.751883988007101,7.688943043887908,98.92153803085338,2
21317,Male,Incheon,Premium,7,8.534559064198023,7.579615096073723,92.61397040919515,2
21282,Female,Seoul,VIP,2,7.739167271429846,8.071896590056122,89.75958102238327,2
20668,Female,Daegu,VIP,6,7.6916356767804555,8.212427809037957,89.40800133532414,2
142,Female,Daegu,Premium,55,2.4042658007708315,1.0,34.38074559119481,0
20823,Male,Incheon,VIP,52,8.302449615561105,9.180828380360378,91.45256282282614,2
20958,Female,Daegu,Premium,59,8.889011870704849,8.276936320014858,107.27233285103692,2
21200,Male,Seoul,Basic,43,7.750260505222134,8.606845728285508,101.42955454507076,2
20293,Female,Seoul,Premium,8,7.195121470878309,7.26130292847001,81.42662829710429,2
21400,Female,Incheon,Basic,48,8.028661812425371,8.147372876329317,93.0745007546569,2
20657,Female,Incheon,Premium,24,9.191430310589965,8.372252954285289,88.23640227303093,2
20527,Female,Daegu,Premium,8,7.003051428717587,9.378217715258707,86.01678927857233,2
10103,Female,Daegu,Premium,38,6.469187440714378,6.864637498463773,73.62738338669271,1
21157,Male,Seoul,VIP,28,7.524493779860107,7.951380668141357,99.66235935705079,2
135,Male,Seoul,Premium,43,4.6637768984133645,1.9114870232568266,36.59405688312042,0
49,Female,Busan,Basic,56,1.4081365208249572,2.8619030368035885,47.79229336474655,0
10306,Male,Incheon,Premium,21,5.674048287743744,5.8399958932786245,72.03743540169914,1
10392,Female,Daegu,Premium,52,5.75333967532323,6.609269894879581,71.68864253095298,1
21322,Female,Daegu,Premium,35,6.798151582689345,9.5371536451121,87.0645042617569,2
10054,Female,Incheon,VIP,23,5.750190455930452,7.082323848852397,85.62077950116135,1
20306,Male,Busan,VIP,37,6.962183274616527,7.922109919742225,100.31164077270316,2
21271,Female,Busan,VIP,34,7.282947333682961,8.67269194450665,96.68309212295637,2
20312,Female,Busan,VIP,55,7.563806724868237,9.860259607367462,98.06725784757185,2
10231,Male,Daegu,Premium,36,3.8123393898100844,5.438983814189801,68.84275797161963,1
20985,Male,Seoul,VIP,21,9.55176184824179,8.046315186096296,101.7374724823969,2
20790,Female,Daegu,Premium,52,9.37651979954311,9.338980845391198,93.50026851419064,2
21215,Male,Seoul,Basic,38,8.425465567367906,7.454613827596424,109.45435550132439,2
21167,Male,Busan,VIP,47,9.210722712357668,7.146446635463057,97.15276776832168,2
21114,Female,Daegu,Premium,10,8.953727828878362,6.4062710160251655,100.54347230150663,2
20197,Female,Daegu,VIP,58,8.474564222865357,7.994212791802078,85.3497983040716,2
20201,Female,Incheon,Basic,35,8.670957341759355,8.00942786479202,79.26333633150949,2
20757,Female,Incheon,Premium,16,8.539899601032282,9.233119037999215,100.03548842229974,2
20715,Male,Incheon,VIP,8,8.012925866985636,8.596549694568958,90.81417846821329,2
20659,Female,Daegu,VIP,39,6.863463568566086,8.933013403996172,96.66025690975708,2
20804,Male,Seoul,VIP,54,7.3439128547676065,8.65477251130564,96.65064287153656,2
20319,Male,Seoul,VIP,48,8.13860546754677,6.733596280391767,76.56881724659554,2
20253,Male,Daegu,VIP,49,7.449355067717491,10.0,99.8185224758545,2
10139,Male,Busan,Basic,11,6.501507670059005,5.272430042559713,60.55471505513713,1
10190,Male,Busan,Premium,46,5.904133175736286,5.393450526560207,75.19690169030552,1
20209,Female,Seoul,Basic,17,6.57075444039821,7.583830404518765,107.05947263069505,2
20755,Male,Daegu,VIP,32,7.885492433208632,8.394673192652997,86.34670458240625,2
2,Male,Incheon,VIP,50,4.542562985721691,5.674911406346977,50.76085551242106,0
10012,Male,Daegu,Premium,31,4.099966440129485,4.7148799662770635,76.32535778444783,1
20812,Female,Seoul,VIP,36,9.27311140934056,8.615776275049372,107.75739624368644,2
20723,Female,Incheon,VIP,24,7.678782161774677,9.350257854961681,96.83299214539541,2
20212,Female,Daegu,VIP,42,9.566318478593896,8.58903526285063,106.9170006847684,2
20530,Female,Busan,Basic,35,7.76977191379246,9.816629909013443,94.09278195345364,0
20101,Female,Seoul,VIP,22,6.926454943480832,7.876437530630771,92.71231005994139,2
10188,Male,Busan,Basic,49,5.147013146304171,4.952691453513003,75.00248985295362,1
151,Male,Daegu,Basic,55,3.8404711163326835,2.534672762141899,22.123271497574052,0
20709,Female,Incheon,Basic,53,9.519294355193301,10.0,97.38721861326079,2
20552,Male,Incheon,VIP,55,8.612954766827999,9.056677375660382,109.58541412432213,2
20858,Female,Busan,VIP,17,8.299209663482511,8.13610718327644,93.40840081555059,2
21268,Male,Incheon,VIP,29,8.664592420208082,7.8292341759180575,87.31449318760845,2
20796,Female,Incheon,Premium,25,7.096974477576829,7.435702068809862,97.26682465841313,2
20511,Male,Busan,Basic,5,7.928156974246505,7.5564925170979365,103.60079218585872,2
20370,Male,Incheon,VIP,42,6.922876907255416,9.896227326863299,83.09104230722998,2
20179,Female,Busan,VIP,17,8.245712284745355,8.917505887949691,96.92920466935088,2
21068,Male,Busan,Premium,14,6.493480364049395,9.470908167233523,96.25808162088634,2
20367,Female,Seoul,VIP,37,8.149002488398999,7.720455990475718,89.90461889210661,2
21050,Female,Seoul,Basic,19,7.739122309470172,7.777636470854693,101.65304126270729,2
20215,Male,Incheon,VIP,37,8.493092745143121,7.619277864914308,87.47874235286261,2
20517,Female,Seoul,VIP,24,7.224251192317435,7.289034326245886,102.17100396932727,2
20949,Female,Busan,VIP,28,7.752664863311746,8.048767795779737,101.29829952969536,2
10159,Male,Incheon,Basic,6,6.7520388307514585,4.934219798378913,85.26208049316433,1
20868,Male,Busan,VIP,11,7.008072908931565,7.977534389762694,96.71349285575518,2
10338,Male,Seoul,Basic,40,5.1542637568964205,6.515517417649722,59.998884991618375,1
20955,Male,Daegu,VIP,56,7.678993359731865,9.441036296777323,88.71521293143132,2
21298,Female,Daegu,VIP,52,7.13370142730022,8.436928525350222,104.47034844260463,2
20238,Female,Daegu,Basic,52,8.467304794230964,9.311483839168348,86.73660838135432,2
20094,Female,Incheon,VIP,10,6.872542710342113,8.442753806889387,91.84997068835546,2
20392,Male,Busan,Premium,36,8.23696260935625,7.7862147976487295,103.54203228573377,2
21244,Female,Seoul,Premium,18,7.8912409909697905,8.837745797879782,86.31513723700508,2
21196,Female,Incheon,VIP,46,8.581740095691444,9.803081099601112,88.73303083948387,2
20873,Female,Seoul,Premium,41,8.206076890786253,8.518518551820204,90.56155981669087,2
20809,Female,Busan,Premium,45,8.445527378304428,8.597495403830726,80.65447574162305,2
