ID,brand,fuel_type,engine_size,weight,horsepower,cylinders,model_year,mpg
3319,BMW,Hybrid,3.24,0.0,180,4,2011,45.98
9,BMW,Diesel,1.72,0.0,91,4,2012,46.97
890,Ford,Gasoline,2.58,1745.9,116,4,2009,40.27
3149,Toyota,Gasoline,2.57,1269.9,118,6,2011,43.17
3552,Toyota,Hybrid,1.66,1505.9,65,4,2019,58.28
1445,Tesla,Gasoline,1.22,1361.4,71,4,2018,50.18
394,Kia,Gasoline,0.0,2138.5,47,4,2020,50.74
1583,Kia,Hybrid,1.88,1357.9,84,4,2005,53.33
2859,Hyundai,Diesel,0.0,0.0,36,3,2017,50.86
539,Hyundai,Diesel,0.8,0.0,31,3,2005,50.96
1488,Toyota,Gasoline,1.51,0.0,60,4,2019,48.89
808,Kia,Diesel,2.27,0.0,96,3,2010,42.64
3415,Hyundai,Diesel,2.68,1390.3,138,4,2008,40.67
799,BMW,Electric,1.75,0.0,81,6,2023,69.75
3540,Toyota,Diesel,1.73,0.0,90,4,2005,44.62
1816,Kia,Diesel,0.0,0.0,88,4,2012,44.26
2330,Ford,Diesel,0.0,1729.0,77,4,2017,47.25
2648,Tesla,Gasoline,1.12,1760.1,38,4,2014,48.16
1425,BMW,Gasoline,1.65,2155.6,78,8,2015,45.6
2360,Hyundai,Gasoline,0.0,0.0,106,8,2011,45.11
3322,Hyundai,Gasoline,1.8,1054.7,105,4,2016,49.73
788,Hyundai,Hybrid,0.0,0.0,170,4,2022,51.3
1993,Tesla,Hybrid,1.1,1425.8,51,4,2019,61.45
1117,Tesla,Gasoline,0.8,0.0,33,4,2009,50.48
1321,Hyundai,Gasoline,1.98,1763.0,98,4,2010,44.93
3657,Kia,Gasoline,2.26,1160.5,131,4,2020,44.99
1553,Tesla,Hybrid,0.0,1283.4,79,8,2020,60.42
33,Ford,Gasoline,0.0,1739.9,100,4,2009,43.88
464,Toyota,Gasoline,1.95,0.0,104,6,2017,47.62
2516,Ford,Gasoline,0.0,1301.8,141,4,2009,40.13
2296,Kia,Electric,0.0,0.0,126,6,2021,65.2
167,Tesla,Gasoline,0.0,1080.7,73,4,2023,49.6
2863,Kia,Diesel,3.63,0.0,188,4,2011,34.74
415,Tesla,Electric,1.73,1260.1,94,6,2012,66.13
34,Ford,Hybrid,0.87,0.0,42,4,2012,60.97
185,Toyota,Hybrid,2.48,0.0,133,6,2016,54.82
3023,Ford,Diesel,2.73,1392.3,150,4,2019,42.45
3241,Tesla,Diesel,1.93,1371.2,98,4,2005,47.39
3302,Kia,Gasoline,0.0,0.0,125,3,2009,43.78
1953,Tesla,Gasoline,1.47,1222.5,69,4,2016,48.98
3750,Toyota,Gasoline,1.55,1816.4,81,4,2019,48.61
1622,Toyota,Gasoline,0.0,1179.7,61,6,2005,47.81
1243,Hyundai,Gasoline,1.23,0.0,58,3,2022,51.35
3550,Hyundai,Diesel,0.0,1773.2,117,4,2010,42.17
722,Toyota,Diesel,2.63,0.0,129,6,2010,43.74
1175,BMW,Diesel,1.85,0.0,80,4,2012,44.86
671,Ford,Diesel,1.72,1205.5,66,6,2009,45.03
3332,Tesla,Hybrid,1.87,1342.1,90,4,2019,58.42
1747,Ford,Gasoline,1.87,1347.3,101,4,2005,43.41
2425,Toyota,Gasoline,0.0,1353.7,38,4,2022,52.71
1557,Kia,Gasoline,0.0,0.0,36,3,2018,51.9
2867,Hyundai,Gasoline,0.0,1460.3,46,4,2007,48.13
3537,Hyundai,Gasoline,0.0,1189.9,86,4,2012,48.5
2585,Kia,Gasoline,0.0,1047.4,145,4,2018,40.73
1745,BMW,Diesel,0.0,0.0,83,4,2020,45.96
3868,BMW,Hybrid,0.0,0.0,79,4,2009,54.68
719,Toyota,Diesel,1.06,1355.6,37,4,2019,50.24
1371,Toyota,Gasoline,0.8,1357.6,44,4,2010,50.43
2980,Toyota,Gasoline,0.0,0.0,135,4,2010,43.3
3931,BMW,Gasoline,1.34,0.0,80,6,2020,52.34
2021,BMW,Diesel,2.68,0.0,118,4,2023,45.21
2611,Toyota,Electric,0.0,1032.3,69,6,2008,71.28
1627,Kia,Gasoline,0.0,1358.3,134,6,2009,41.2
2426,BMW,Diesel,0.0,1688.1,67,4,2012,46.46
3054,Hyundai,Hybrid,0.0,1388.7,119,6,2018,53.08
3008,Ford,Diesel,0.8,1885.6,38,4,2007,48.94
600,BMW,Gasoline,0.0,0.0,72,4,2009,47.49
1748,Kia,Gasoline,3.37,1430.9,145,6,2020,39.84
2352,Ford,Gasoline,0.0,1025.4,89,4,2018,47.58
1430,Ford,Gasoline,1.94,1394.1,100,4,2023,46.46
1115,Toyota,Gasoline,0.0,892.5,51,6,2007,51.22
643,Kia,Hybrid,0.0,0.0,48,6,2020,63.58
403,Toyota,Gasoline,3.12,1099.2,163,4,2022,40.5
491,Tesla,Hybrid,0.0,1408.4,115,6,2008,55.32
2500,Toyota,Diesel,2.01,0.0,96,4,2012,45.19
1004,Tesla,Hybrid,2.77,844.5,146,4,2017,51.09
2115,BMW,Hybrid,0.0,1245.4,91,4,2010,54.29
3485,Toyota,Hybrid,0.0,1029.0,33,6,2011,62.77
1879,Tesla,Gasoline,1.51,0.0,75,4,2021,47.75
2474,BMW,Gasoline,0.0,800.0,123,4,2017,42.54
271,BMW,Gasoline,0.0,0.0,74,6,2008,46.87
2342,Toyota,Diesel,0.0,1423.9,65,6,2010,46.43
3059,BMW,Gasoline,2.09,0.0,118,4,2020,47.11
3199,Tesla,Diesel,0.0,921.6,128,6,2007,44.05
1045,Toyota,Diesel,0.0,1388.6,80,6,2006,45.03
3498,Toyota,Diesel,2.1,1438.8,84,4,2020,43.35
2794,Tesla,Diesel,0.0,0.0,101,4,2013,43.84
2393,Tesla,Diesel,1.65,0.0,82,6,2005,44.51
3471,BMW,Gasoline,2.26,0.0,125,4,2007,44.15
3838,BMW,Diesel,2.2,800.0,96,4,2006,41.21
2359,Kia,Diesel,2.26,0.0,114,6,2022,45.5
2335,Kia,Gasoline,0.0,0.0,37,4,2017,52.58
18,Tesla,Gasoline,0.0,998.0,35,4,2005,52.42
3655,Kia,Hybrid,1.98,0.0,92,4,2015,54.24
1211,Tesla,Gasoline,1.89,996.9,96,6,2021,46.37
2118,Toyota,Diesel,0.0,1375.1,94,6,2017,46.69
230,Hyundai,Hybrid,2.27,1171.1,112,4,2005,52.73
1118,BMW,Gasoline,1.9,1380.4,95,4,2013,47.74
1293,Kia,Gasoline,2.43,1158.0,116,4,2008,41.97
496,Ford,Hybrid,0.0,1174.1,115,6,2018,53.01
3545,Ford,Hybrid,0.0,1578.4,119,4,2017,54.28
462,Ford,Electric,1.98,1509.4,97,4,2012,61.88
2904,Tesla,Diesel,2.36,800.0,114,4,2008,45.37
1564,Toyota,Gasoline,0.0,1221.0,112,4,2012,44.1
2554,Toyota,Gasoline,2.03,0.0,88,4,2015,44.81
319,Kia,Hybrid,0.0,0.0,108,4,2005,53.41
2454,BMW,Gasoline,1.78,2320.3,77,4,2021,44.83
3266,Ford,Gasoline,1.64,1746.6,84,4,2012,43.46
2453,Toyota,Gasoline,3.26,1701.7,155,4,2014,37.38
1492,Toyota,Diesel,2.14,1473.3,119,4,2008,43.97
3573,Kia,Gasoline,1.72,1153.0,97,4,2015,44.11
1290,Kia,Electric,3.1,1002.7,149,4,2009,57.04
3323,Tesla,Hybrid,0.0,0.0,128,6,2008,51.29
3519,Kia,Hybrid,3.12,1759.9,159,6,2005,45.98
3394,Ford,Diesel,3.25,1561.3,159,6,2008,39.79
2234,Tesla,Gasoline,0.8,0.0,17,4,2007,49.22
658,Kia,Gasoline,1.23,800.0,55,4,2020,50.21
1057,BMW,Diesel,2.09,0.0,114,3,2011,46.05
2120,Ford,Diesel,2.02,0.0,107,4,2007,45.53
3195,Ford,Diesel,3.43,1451.3,173,6,2019,38.88
3895,BMW,Gasoline,2.05,1117.2,120,3,2019,44.04
1663,Toyota,Diesel,2.16,1792.9,119,4,2006,42.36
1331,BMW,Diesel,0.0,1628.4,116,8,2017,43.87
1179,BMW,Diesel,0.0,1109.6,91,6,2021,48.7
3721,Tesla,Diesel,0.0,1802.2,75,4,2014,47.45
2158,Ford,Gasoline,2.32,1715.7,114,3,2005,40.92
299,Tesla,Gasoline,2.45,1118.1,109,4,2009,43.02
94,Toyota,Electric,0.0,0.0,87,8,2023,72.68
2405,Tesla,Diesel,0.0,1731.6,130,4,2022,41.84
3549,Ford,Gasoline,1.18,0.0,45,3,2014,48.76
1576,Hyundai,Gasoline,1.68,1556.2,78,4,2019,44.83
3746,Kia,Diesel,1.39,1157.2,71,6,2013,47.41
2887,BMW,Gasoline,2.07,1286.7,114,4,2008,43.4
1794,BMW,Gasoline,3.46,1349.8,176,6,2006,34.54
24,Hyundai,Diesel,2.82,0.0,142,4,2010,37.51
3351,Kia,Diesel,2.89,1379.1,142,4,2013,40.26
3624,Toyota,Hybrid,0.0,1586.0,151,3,2023,48.75
1732,BMW,Gasoline,2.01,1019.9,86,4,2020,47.78
1085,Kia,Electric,2.12,1930.3,100,6,2012,62.25
3992,Kia,Diesel,2.79,0.0,130,4,2018,43.92
2666,Kia,Diesel,0.0,1267.5,133,4,2012,41.1
2379,Toyota,Hybrid,1.97,1199.7,90,8,2014,55.94
1273,Ford,Electric,0.0,909.8,124,4,2016,66.51
306,Hyundai,Diesel,0.0,1721.3,27,8,2015,48.96
2903,Kia,Hybrid,0.0,1207.8,79,6,2007,57.55
2762,Tesla,Electric,0.0,1968.6,87,4,2015,67.68
599,BMW,Diesel,0.0,1246.0,47,4,2017,49.25
3880,Toyota,Gasoline,2.4,1439.2,121,4,2007,39.96
872,Toyota,Electric,2.27,0.0,105,4,2007,61.55
2546,BMW,Diesel,0.0,0.0,105,4,2014,43.56
2122,Toyota,Hybrid,0.0,0.0,72,4,2007,54.25
1361,BMW,Hybrid,2.64,1326.9,122,4,2014,51.42
1937,Hyundai,Gasoline,1.8,1560.8,99,4,2022,46.15
2759,Ford,Hybrid,2.81,1439.4,157,6,2006,48.79
3645,Toyota,Diesel,2.85,0.0,156,4,2015,41.14
1540,Toyota,Gasoline,1.17,1145.0,61,4,2009,47.79
2211,Tesla,Gasoline,2.4,1700.1,118,4,2013,41.11
1053,BMW,Gasoline,2.21,1085.0,120,6,2009,43.84
1567,Tesla,Diesel,0.0,1263.2,126,4,2009,43.78
3247,Hyundai,Electric,2.84,1577.1,144,8,2005,55.73
1927,Toyota,Gasoline,0.0,1380.4,133,4,2012,41.9
2024,Tesla,Hybrid,2.28,1720.7,112,4,2008,51.32
409,Tesla,Gasoline,0.82,1319.7,24,8,2013,50.8
100,Kia,Gasoline,0.0,1088.7,144,4,2009,41.42
1212,BMW,Diesel,1.76,0.0,80,4,2023,45.47
1433,Kia,Diesel,0.0,1308.2,98,4,2020,49.52
316,Ford,Hybrid,2.03,0.0,120,4,2006,52.63
1174,BMW,Gasoline,0.0,1032.4,34,6,2015,52.6
1236,Toyota,Gasoline,2.3,0.0,108,6,2006,43.78
3160,BMW,Gasoline,2.81,1541.6,132,4,2008,39.87
2733,Kia,Hybrid,0.0,1554.8,63,4,2021,60.68
3973,BMW,Gasoline,0.0,1408.4,78,4,2014,50.22
3641,BMW,Diesel,2.09,1315.4,98,4,2016,48.08
752,Kia,Hybrid,0.0,1823.9,105,4,2008,51.75
3116,Hyundai,Diesel,1.92,0.0,84,3,2010,44.64
157,BMW,Diesel,3.52,0.0,178,4,2007,34.37
2562,Toyota,Diesel,1.07,1525.8,61,4,2005,48.38
121,Hyundai,Gasoline,0.0,800.0,94,4,2008,47.41
1455,BMW,Diesel,1.94,1301.7,81,6,2013,45.17
512,Hyundai,Hybrid,2.53,0.0,126,6,2014,51.07
1518,Kia,Electric,2.2,1836.3,114,4,2011,63.45
3505,Kia,Gasoline,2.23,0.0,99,4,2009,42.31
2017,BMW,Diesel,0.0,1700.4,77,4,2015,49.43
3441,Kia,Electric,0.0,1623.2,109,6,2010,62.1
2847,Toyota,Diesel,2.02,1675.2,84,4,2014,41.5
1603,Kia,Diesel,0.8,0.0,39,4,2012,49.78
3779,Ford,Diesel,1.88,1336.2,84,4,2012,47.05
3804,BMW,Diesel,0.0,867.3,76,6,2010,48.73
677,Tesla,Gasoline,1.92,1192.2,90,4,2010,43.79
241,Tesla,Hybrid,2.37,0.0,136,4,2007,52.17
1024,Toyota,Diesel,1.46,1583.8,77,4,2010,50.7
2217,Toyota,Electric,2.28,0.0,97,4,2014,65.83
1512,Hyundai,Hybrid,1.65,1460.3,68,6,2006,55.94
2814,Tesla,Hybrid,2.04,0.0,95,6,2012,53.73
3226,Toyota,Hybrid,3.0,1301.7,145,4,2017,52.8
3800,Ford,Gasoline,0.8,1085.0,40,4,2005,49.11
3764,Tesla,Gasoline,4.48,1360.5,224,4,2013,32.35
2883,Hyundai,Diesel,0.0,0.0,134,4,2017,45.33
487,Tesla,Gasoline,0.0,0.0,62,6,2008,50.56
3362,Kia,Hybrid,0.0,0.0,42,4,2011,59.02
1874,Toyota,Diesel,1.28,0.0,76,4,2020,48.58
2462,Kia,Diesel,0.0,1435.9,125,4,2010,43.3
2438,Kia,Diesel,0.0,1806.5,131,4,2023,42.44
355,Kia,Hybrid,0.99,0.0,45,8,2017,58.65
1018,Ford,Diesel,0.0,1413.0,112,4,2015,45.95
3664,Hyundai,Gasoline,1.47,0.0,73,8,2011,45.19
1742,Kia,Diesel,2.09,1291.7,83,4,2011,42.94
2331,Hyundai,Hybrid,0.0,1777.8,57,4,2019,58.26
2404,Hyundai,Diesel,0.0,0.0,72,4,2008,46.54
1221,Kia,Diesel,0.0,1648.6,111,4,2007,41.25
52,Hyundai,Gasoline,0.8,1284.6,47,6,2021,54.18
2723,Kia,Diesel,2.13,800.0,105,4,2018,46.25
1721,Tesla,Diesel,0.0,1008.3,77,4,2020,49.87
74,Ford,Gasoline,2.96,1603.8,146,4,2022,41.78
1689,BMW,Hybrid,0.0,0.0,92,4,2017,57.84
2586,Tesla,Diesel,1.76,1197.7,78,4,2022,50.4
439,Ford,Electric,0.0,1739.4,96,8,2020,65.49
1475,Tesla,Gasoline,1.95,2047.9,109,6,2023,44.22
2761,Ford,Electric,2.62,1471.9,116,4,2014,60.45
803,Kia,Electric,0.0,0.0,39,4,2006,69.44
466,Hyundai,Hybrid,2.38,1587.3,108,4,2013,52.31
3085,Hyundai,Diesel,2.55,1585.2,139,4,2020,43.04
1065,Hyundai,Hybrid,0.0,1247.0,117,6,2007,52.22
3911,Tesla,Diesel,2.11,0.0,94,4,2014,45.28
158,BMW,Electric,0.0,0.0,64,4,2014,72.63
2004,Kia,Hybrid,2.2,0.0,111,4,2017,57.2
1654,Toyota,Gasoline,0.0,976.5,108,4,2018,45.79
53,Hyundai,Diesel,1.52,994.2,87,4,2015,46.42
1345,Tesla,Electric,0.0,1523.1,48,6,2007,66.17
221,Tesla,Gasoline,0.0,1556.6,89,3,2014,45.59
565,Kia,Hybrid,1.91,0.0,89,4,2021,58.48
27,Ford,Diesel,1.75,996.9,73,4,2005,45.18
1584,Hyundai,Diesel,2.7,0.0,136,4,2015,38.95
2015,Toyota,Gasoline,1.99,1524.3,107,4,2011,43.54
215,Toyota,Diesel,1.01,1713.1,45,6,2011,49.14
2058,Kia,Gasoline,1.98,0.0,113,4,2019,43.98
938,Tesla,Hybrid,2.27,1500.6,120,6,2016,53.09
552,Hyundai,Electric,0.0,0.0,85,4,2017,65.91
3027,Tesla,Hybrid,0.0,0.0,56,3,2014,61.67
2587,Ford,Hybrid,0.0,1203.8,81,4,2012,60.56
326,BMW,Hybrid,0.0,1042.4,127,6,2008,51.29
3271,Hyundai,Electric,2.86,1516.2,151,4,2018,59.76
3976,Ford,Gasoline,1.71,0.0,83,4,2016,47.46
1671,BMW,Electric,0.0,0.0,103,4,2009,63.73
830,Ford,Gasoline,0.0,0.0,172,4,2010,41.22
3117,Hyundai,Gasoline,0.0,0.0,134,4,2016,43.37
753,Ford,Gasoline,1.28,0.0,50,4,2020,49.83
3703,Kia,Hybrid,0.0,1307.8,76,4,2021,58.37
3238,Ford,Gasoline,2.35,1208.5,110,4,2021,44.58
2477,Ford,Diesel,0.0,0.0,127,4,2011,39.55
45,Kia,Gasoline,0.0,1362.4,117,3,2008,41.62
3988,Kia,Diesel,2.59,0.0,132,4,2006,39.87
1554,BMW,Diesel,2.49,0.0,129,6,2005,41.3
502,Tesla,Diesel,0.0,1539.8,64,4,2005,41.29
2399,Hyundai,Electric,2.37,1645.9,108,6,2012,61.1
977,Toyota,Hybrid,1.49,0.0,58,3,2009,54.9
2528,Toyota,Gasoline,3.02,0.0,163,4,2011,37.76
1193,Kia,Gasoline,2.02,918.4,84,4,2023,46.78
811,Tesla,Diesel,2.7,0.0,135,3,2019,42.9
1000,Kia,Gasoline,1.41,1243.9,62,3,2021,47.5
569,Toyota,Diesel,2.2,1424.4,124,6,2018,43.61
2793,Ford,Gasoline,0.0,0.0,142,4,2020,38.48
3809,Toyota,Diesel,0.0,1356.2,72,4,2017,46.1
2032,Ford,Hybrid,0.0,1824.8,44,6,2015,58.92
367,BMW,Gasoline,0.0,1201.9,114,4,2009,42.5
458,Hyundai,Gasoline,0.0,0.0,66,6,2007,44.6
257,BMW,Gasoline,0.0,1535.3,133,6,2023,47.58
2187,Hyundai,Gasoline,1.37,1505.3,37,4,2015,46.47
2271,Kia,Diesel,0.0,1556.7,84,6,2005,45.48
1477,Kia,Gasoline,2.16,1440.0,97,4,2015,45.56
577,BMW,Gasoline,0.0,0.0,154,8,2019,40.07
2340,Tesla,Electric,1.59,1653.9,88,3,2019,66.53
2141,Kia,Gasoline,2.42,1864.4,112,4,2009,41.8
2283,Kia,Hybrid,0.0,2326.2,80,4,2016,54.89
3737,Kia,Hybrid,1.11,0.0,43,4,2015,59.0
1765,Ford,Diesel,1.21,0.0,45,6,2013,47.18
2305,Tesla,Electric,0.8,0.0,44,4,2008,70.44
2894,Kia,Gasoline,1.06,1577.2,73,4,2012,49.11
292,Toyota,Gasoline,0.0,1770.0,136,4,2014,39.16
730,Hyundai,Gasoline,0.0,0.0,76,3,2011,49.48
1614,Tesla,Gasoline,0.0,1350.3,111,3,2007,41.84
135,Toyota,Gasoline,0.0,1289.6,88,4,2022,45.31
1511,Toyota,Gasoline,2.14,1459.3,126,4,2018,45.82
3222,Toyota,Gasoline,0.0,0.0,89,6,2011,46.31
681,Hyundai,Gasoline,2.18,1378.6,115,4,2014,43.52
3474,Toyota,Gasoline,0.82,979.1,42,8,2015,52.58
264,BMW,Diesel,1.93,0.0,110,4,2012,42.29
2429,Ford,Gasoline,0.93,1130.9,47,4,2021,51.21
3350,Ford,Gasoline,1.6,1666.0,67,4,2011,43.65
2242,Toyota,Hybrid,0.0,1614.2,129,6,2006,50.9
765,Toyota,Hybrid,0.0,1478.6,53,4,2010,58.68
57,Hyundai,Gasoline,0.0,1254.3,165,4,2020,40.39
2785,Toyota,Diesel,3.35,1028.7,158,4,2023,42.44
683,Tesla,Diesel,1.6,1932.6,70,4,2010,43.39
1294,Tesla,Gasoline,0.0,1376.8,94,4,2006,44.07
2186,Tesla,Diesel,0.0,0.0,135,6,2012,40.01
1310,Toyota,Gasoline,1.96,1485.7,103,4,2018,43.91
3401,Kia,Gasoline,0.0,1609.7,74,4,2015,47.74
545,Tesla,Diesel,0.0,1273.4,135,4,2018,40.16
1861,Ford,Diesel,0.0,1523.5,41,4,2019,50.51
2709,Ford,Diesel,3.05,1815.9,132,4,2014,41.49
3932,Hyundai,Gasoline,2.65,1171.5,121,6,2015,42.8
1729,Kia,Gasoline,3.12,0.0,152,3,2020,40.36
2346,BMW,Hybrid,1.48,969.7,89,6,2016,58.86
839,Toyota,Gasoline,2.16,908.8,99,4,2021,43.49
171,Ford,Diesel,2.0,1380.5,87,4,2011,46.26
2025,Toyota,Hybrid,0.0,899.2,95,3,2010,53.08
3847,Toyota,Gasoline,0.0,0.0,104,4,2016,43.48
3585,BMW,Diesel,2.03,1681.2,81,3,2022,46.09
1551,Hyundai,Hybrid,0.0,0.0,24,4,2016,59.44
1589,Kia,Gasoline,3.24,1617.9,158,4,2005,36.68
2764,Toyota,Gasoline,1.34,881.0,81,6,2021,49.57
189,BMW,Gasoline,0.0,0.0,41,6,2013,50.74
13,Tesla,Gasoline,0.0,1426.1,44,4,2018,51.54
3839,BMW,Gasoline,2.14,1355.9,89,6,2019,48.24
323,Toyota,Electric,3.41,0.0,174,6,2023,59.18
986,Hyundai,Gasoline,1.22,1679.5,46,4,2010,50.5
3630,Toyota,Gasoline,1.82,1746.8,90,3,2012,46.77
433,Toyota,Gasoline,0.0,1412.1,140,6,2018,41.17
1092,Toyota,Gasoline,0.0,1632.9,155,6,2008,34.55
2895,Ford,Gasoline,0.0,1276.6,90,8,2008,43.98
2837,BMW,Diesel,2.68,1275.4,107,4,2007,37.16
2892,Hyundai,Diesel,0.0,0.0,70,8,2009,46.5
2239,BMW,Hybrid,0.0,0.0,79,4,2012,59.05
3124,BMW,Hybrid,0.0,1035.0,116,6,2016,53.06
3685,Kia,Gasoline,0.0,2013.3,76,4,2012,42.95
1806,Hyundai,Gasoline,0.0,0.0,116,4,2012,43.98
1316,Tesla,Electric,2.15,1459.9,118,6,2015,66.35
2958,Kia,Diesel,1.65,1438.3,85,6,2006,43.53
1097,Toyota,Hybrid,0.84,1435.5,42,4,2022,65.36
1946,Tesla,Gasoline,0.0,0.0,125,4,2008,45.1
1033,BMW,Gasoline,0.0,1649.5,65,4,2008,44.58
1019,Ford,Electric,1.8,1636.3,76,4,2006,64.8
239,Hyundai,Gasoline,2.03,1578.4,93,6,2019,45.15
175,BMW,Hybrid,2.64,1402.9,120,6,2015,51.22
2241,BMW,Diesel,2.26,800.0,115,4,2016,47.59
2568,BMW,Hybrid,0.0,1329.3,118,4,2007,50.84
819,Toyota,Diesel,1.36,1390.7,56,4,2022,49.93
991,Hyundai,Gasoline,0.0,1700.5,120,4,2009,41.29
1917,BMW,Diesel,0.0,0.0,92,6,2014,44.75
1114,Hyundai,Gasoline,1.0,1643.0,47,4,2008,45.62
1379,Ford,Gasoline,3.06,1241.5,158,6,2020,42.19
1427,Tesla,Electric,0.0,1191.9,151,4,2011,60.6
411,BMW,Diesel,1.93,899.6,86,6,2019,46.51
1139,Ford,Hybrid,0.0,1270.5,61,6,2016,58.07
818,Toyota,Diesel,2.42,912.2,127,6,2018,43.43
2963,Ford,Diesel,2.28,1421.4,99,4,2014,43.12
1733,Ford,Gasoline,0.0,0.0,108,4,2011,45.71
2349,Tesla,Hybrid,0.0,0.0,69,4,2020,58.75
1451,BMW,Gasoline,2.92,1077.2,141,6,2007,42.73
228,Kia,Gasoline,0.0,0.0,92,6,2010,45.51
2701,Ford,Electric,0.0,1641.9,88,4,2016,66.3
1581,BMW,Diesel,1.67,0.0,95,4,2013,48.15
1162,Kia,Hybrid,1.75,0.0,93,6,2015,56.48
352,Ford,Diesel,0.0,1332.6,62,4,2013,47.85
1394,Toyota,Gasoline,1.92,1531.3,104,4,2011,44.27
